Msg,Label1
maashaa allaah rabbiin umurii kennu,20
maashaa allaah ustaaz keenyaa umurii dheeradhu,20
maashaa allaah  ustaaz qaalii ustaaz raayyaa abbaa maccaa ijaaf gurra umurii dheeradhu qabu hamaa hamaa yaadu ,20
maashaa allaah rabbiin jannataan qananiisu ustaaz,20
maashaa allaah rabbiin umrii dheertuu kennu,20
maashaa allaah ustaaz umrii dheeradhu jiraadhu,20
maashaa allaah umurii dheeradha ustaaz,20
maashaa allaah rabbiin umurii dheeressu,20
maashaa allaah rabbin umurii dheeressu,20
maashaa allaah jiraadhu ustaaz umurii dheeraa,20
umurii dheeraa jiraadha ustaaz,20
maashaa allaah maashaa allaah rabbiin jaalatu ,20
assalaamu'aleykum warahmatullahi wabarakaatuhu jirtuu ustaaz baga jiraattan maaltu jira biyya,20
maashaa allaah maashaa allaah yaa rabbi ustaaz umurii dheeressi,20
maashaa allaah rabbii jaallatu,20
assalaamu'aleykum warahmatullahi wabarakaatuhu maashaa allaah rabbiin jaallatu,20
maashaa allaah ustaaz umurii dheeradhu  jazakallaah ,20
maashaa allaah raayyaa leenca,20
maashaa allaah ustaaz kennaa rabbii,20
maashaa allaah ustaaz kabajamaa,20
maashaa allaah galanni bilisummaa,20
maashaa allaah tabarakkkallaah jiraadha rabbiin guyyaa boruu ollaa rasuulaa kaa'u inshaa allaah,20
maashaa allaah ustaaz raayyaa abbaa maccaa rabbiin jaalate kennu,20
ustaaz raayya jaalala qabu akkkamitti akkkan ibsadhun wallaale baayyee baayyeen jaaladha wallaahi yaa ustaaz raayyaa lubbuu fidaa taatu onnee jirtani ,20
maashaa allaah ustaaz rabbi umurii dheeressu,20
maashaa allaah maashaa allaah rabbiin umurii dheeressu,20
ustaaz umurii dheeradhaa,20
jiruu bareedduu namni tokkko jiraatee hin agare jiraadha,20
maashaa allaah umurii dheeradhu,20
maashaa allaah ustaaz rabbiin umurii dheeressu,20
maashaa allaah yaa bareedina maraa,20
yaa ustaaz baga nagayaan dhufte wanti dabarsitu baayyee fayyadaa jiraa wallaahi umrii dheeradhu,20
ustaaz qabso baasuuf barana,20
maashaa allaah rabbiin jaalatu yaa ustaaz,20
maashaa allaah tabarakkkallaah maashaa allaah tabarakkkallaah usataaz kajabamaa rabbiin guddaan jannatatti sinaa qananiisu,20
assalaamu'aleykum warahmatullahi wabarakaatuhu jirtuu,20
umurii rabbiin dheeressu ustaaz jalatama kabajaamaa,20
jiraadhaa ustaaz keenyaa umurii dheeraa,20
buli ustaaz,20
ustaaz jiraadhaa ,20
maashaa allaah ustaaz raayyaa abbaa maccaa jiraadhu,20
ustaan keenyaa umurii keerii ittiin dalagu rabbii kennuuf,20
maashaa allaah ustaaz rabbiin jaalatu,20
umurii dheeradhaa ustaaz kabajamaa jalatamaa,20
maashaa allaah rabbii umurii dheeraa kennu usaaz,20
assalaamu'aleykum warahmatullahi wabarakaatuhu ustaaz jiraadha,20
hayyuu tursiisu,20
tika rabbii jiraadha,20
wallaahi baayyee yaade jira ustaaz rabbii umurii dheersu ,20
rabbii umrii dheeressu ustaaz badhaasa rabbii kenne,20
assalaamu'aleykum warahmatullahi wabarakaatuhu keeyriin jiraatu,20
qaalii namaa,20
ustaaz umurii rabbii dheeressu ,20
ustaaz akkkan jaaladhu wallaahi ,20
rabbiin umurii dheeressu ,20
rabbiin umirii dheeressu agartuu keenya,20
aamiin aamiin yaa allaah jazakallaah usataaz,20
aamiin aamiin yaa allaah furmaanni haarka jira nufuri ustaaz rabbiin umurii dheeressu jiraadha,20
aamiin aamiin yaa rabbii aamiiin raayyaa,20
aamiin aamiin yaa rabbii nufuri ustaaz goota dhugaa jiraadhu inshaa allaah,20
aamiin rabbi furu,20
amiin inshaa allaah rabbiin furu umurii keessallee barakaa kaa'u yaa allaah dhagahaadha dhagayi,20
aamiin du'aa'ii jawaar faas hin dagatinaa,20
amiin abbaa manaa gaarii tokkko kadhaa rabbii ustaaz qaalii,20
amiin du'aa'ii godha ustaazonni hayyoonni,20
abshir lubbuu hoomaa miti hinuma darbaa gaafa tokkko jabaadhu,20
amiin yaa allaah,20
ustaaz jiraadhu,20
aamiin aamiin yaa rabbi nagaa buusi biyya teenna,20
ustaaz qaalii jazakallah allaah jiraadhu ,20
maashaa allaah baga nagaan dhuftan ustaaz,20
ustaaz maxxansa maa dhiiftan yaade wallaahi,20
ustaaz qaalii rabbiin bakkkuma geessan hundatti eegumsi rabbii guddaa nufu jiraatu,20
maashaa allaah ustaaz rabbiin umurii dheeressu leenca ,20
maashaa allaah ijia,20
oooh maashaa allaah rabbiin umurii dheeressu rabbiin jaalatu,20
ustaaz rabbiin yaaddanni olitti tiksu,20
raayyaa rabbiin badhaase umurii dheertuu fayyaa bareedduu rizqii barakaa wajjiin kennu,20
ustaaz qaalii rabbii umurii dheeressu jazaan jannata,20
maashaa allaah rabbii umurii dheeressu,20
eee wallaahi rabbiin laaluu isiniis bobaa jalatti tiysu,20
maashaa allaah maashaa allaah maashaa allaah rabbiin umurii dheertuu kennu,20
raayyaa wallaahi rabbiif jechan sijaalladha,20
masahaa allaah tabarakkkallaah  ustaaz jiraadha umurii dheeradha     ,20
ustaaz qaalii jiraadha ija uummata islaamaa,20
danda'in shirri diina raayyaa,20
fidaa taatu lubbuun ,20
maashaa allaah rabbiin umrii keesssan dheeressu,20
maashaa allaah ustaaz yaa rabbi umrii dheeresii,20
ustaaz keenyaa jabaadha jajjabeessa,20
maashaa allaah rabbiin umrii dheertuu kennu,20
goota diinii jiraadhu,20
maashaa allaah rabbiin jaallatu lubbuu fidaa taatu,20
yaa ustaaz rabbiin umurii dheeressu,20
rabbi umrii ustaaz raayyaa dheeressu sallallaahu aleeyhi wasallam,20
assalaamu'aleykum warahmatullahi wabarakaatuhu ustaaz rabbii umurii dheeressu,20
ustaaz rabbii umrii dheeressu,20
umurii dheeradhu,20
ustaaz kabajamaa,20
ustaaz kabajamaa jalatamaa umurii dheeradhaa jazakallaah ,20
assalaamu'aleykum warahmatullahi wabarakaatuhu maashaa allaah ustaaz raayyaa abbaa maccaa rabbi urmii dheeradhu,20
ashir ustaaz rabbiin waliin jirra,20
maashaa allaah ustaas baayyee jaalanna jiraadhu,20
ustaaz keenyaa qaalii kabajamaa umrii dheeradhu,20
waaqni jiraatu,20
ustaaz jiraadha umurii dheertuu hawwa,20
umrii dheeraa sif hawwa,20
jaallanna ustaaz,20
maashaa allaah tolta,20
ustaaz umurii dheeressu,20
rabbin ijaa dinaa isinira haqabuu ustaazaa kenyaa bakkka jirtanitii nagaafi rahmani rabbi isinira hajiratuu,20
ustaaz qaalii jaalalana umurii keessaan barakaa buusu,20
wr wb rabbiin isinhaatiksu jiraadha umrii rabbiin haadheeressuu aamiiin aamiiin,20
galtoomaa ustaaziyyee qaalii umurii rabbiin dheeressu inshaa allaah   ,20
rabbiin umurii dheresuuu,20
rabbii jaaladha haalaan wallaahi billaahi,20
ustaaz qaalii du'aa'ii umurii rabbiin dheeressu,20
maashaa allaah maashaa allaah ustaaz umrii dheeraadhu,20
umuri dheeraa kennu,20
ustaaz rabbii umrii dheeressu rabbii bakkkuma jirtutti amanaa badhaasu,20
maashaa allaah tabarakkkallaah ustaaz qaalii rabbiin umurii dheeressu,20
rabbi umurii dheeratuu kennuu,20
maashaa allaah rabbiin umrii dheeressu,20
akkkan wayya,20
ustaaz rabbiin umrii dheeressu tabarakkkallah allaah ,20
maashaa allaah jiraadhu leeca fakkkii namaa ,20
maashaa allaah ustaaz umrii 1000 hawwa leeca,20
yaa rabbii birmadhuuf uummanni hoomaa hin qabu yaa allaah,20
yaa rabbi birmadhu mootii turkii rakkkoo musiliimatiif birmatu kanallee umurii nuf dheeressi yaa allaah,20
turkiin ammaa ija musiliimati yaa rabbi eegi,20
maashaa allaah umurii rabbiin dheeressu hedduu jaalanna,20
assalaamu'aleykum warahmatullahi wabarakaatuhu maashaa allaah ustaaz rabbiin umurii dheeressu,20
assalaamu'aleykum warahmatullahi wabarakaatuhu usataaz raayyaa abbaa maccaa jiraadha umurii dheertuu kennu,20
rabbiin umurii dheeressu ustaaz,20
assalaamu'aleykum warahmatullahi wabarakaatuhu akkkam jirtu ustaaz baayyee yaannee jirra rabbi tiksu afaan waraabessa jalaa baayyeen jaaladha,20
assalaamu'aleykum warahmatullahi wabarakaatuhu maashaa allaah rabbiin umurii dheeraa kennu ustaaz jazakallaah assalaamu'aleykum warahmatullahi wabarakaatuhu,20
rabbi umurii dheeressu hayyuu,20
assalaamu'aleykum warahmatullahi wabarakaatuhu ustaaz baga nagaan dhuftan,20
rabbi umurii barakaa kaa'u,20
ustaaz jazakallaah rabbiin umurii dheeressu,20
assalaamu'aleykum warahmatullahi wabarakaatuhu dhugaa jettan ustaaz jaaltamaa kabajamaa,20
maashaa allaah rabbiin sagalee hinuma bareeche ustaaz,20
ustaaz umurii rabbii dheeressu dhibb 200 dabalaa,20
maashaa allaah maashaa allaah rabbiin umurii dheeressu jazakallaah,20
yesuus dhufuuf jettee sobaan afuuftu eessaa dhufaa waltajjii deeme deemeeti deebii eegaa jirtaa du'e,20
jaallatus jibbitus iyyesuus dhufa,20
mucayyoo yesuus jira du'ee hin hafnee guyyaa 3 ka'eera amani fayyita fayyissaa biyya lafaati,20
yesuus abbaa garboomsa afrikaati,2
iyyasuus dhufa hin shakkkin,20
iyyasuus hin duune jira,20
yesuus ergamaadha waaqa miti hin amaninaa waaqaa tokkkotti amanaa,2
kiristaanummaan mogolee abboota cabsee gandaan qoqqoodee islaamummaan sanyii araboomse hardha gargar bahee jira,2
salaatni dirqamaa sagadni giddii sammuu keenyarraa bu'uun tooftaan gita bittaa alagaa qalbii keessaa bade,2
yesuusin hin qabne yoomiyyuu sinboo hin qabu,2
wangeelli mo'aadha warri dhaban ittiin beekanidha,20
obboloonni kiristaana gorsa hin arraabsina guyyaa tokkko afaanuma harra waaqa hin beeku jettu sagaddi kadhaadhafis waaqayyoo sammuutti deebiisu,20
intala yesuusiin arrabsite matumaa araarri hin,2
qur'aana wanti beektu hin jiru hin dubbatin,2
atoo amantii hin qabdu gaafa duutu awwaalamta,2
waaqni waliin jaalatu,20
mucaa sheexana fuudhee waliin jiraachaa jira,2
hin du'ini waaqayyoon mormu abbaa ilmaa hafuura qulqulluu sadan tokkkummaa waaqayyootin sikeessaa du'u bilisa bahi yesuusin,20
ecci maali sammuu hin qabduyyi waaqayyoo araaramu,2
saree fakkkaattu dhugaa iyesuus udaan akkka keetii maalitti godha ecci,2
yesuus nama meetii soddomatti sharafametu waaqa jedhee tooftaan diige,2
hayi intala fuula distii amantaa namaa dhaabbadhu,2
iyyasuus issan ilma namaati garbicha rabbiti,2
yesuus hin amanu hin jaaladhu yesuus nama,2
waaqeffannaan amantii oromooti,20
kiristaanummaan amantii isiraa'el,2
islaamummaan amantii arabaati,2
mana amantaan roomaa isiraa'el,2
masgiidni arabootaati,2
galmi oromooti,20
qeesii sheekiin halbee haaduudhaan oromoo walirraa fageessani goyyomsan,2
iyyasuus kiristoos goofta bara baraati,2
waaqayyo daandii dhugaati deebisu uume yesuusi,20
amantaan dhuunfati barbaaddetti amanuu dandeessa,20
islaamummaan rabbiin irraati uume,20
waaqeffannaan seexanaati,2
yesuus gooftaadha hin beekukaa,20
iyyasuus jaalata harras,20
muslimas miti kiristaanas miti peenxes miti waaqeffattus miti diqaaladha,2
seexanni mo'uu,2
waaqni araaramu,20
amantii islaamaa koottuu hedduu barattaa,20
bataskaana bakkka jettu imbaasii nafxanyaa godhi,2
ammas loltuma miniliki qeesonni,2
qeesin loltuu nafxanyaati,2
harraa borus akkkaa qeesi oromoo garboomsaa janjeessaa jirtu hin jiru,2
salamaa namaati maaltu galche dhimma amantaa dhaqxee afaan qabadhu taa'i,2
dhimma amantaa siyaasa adda baaffachuun barbaachisaadha,20
saree amantii namaa hin xuqin gadhe,2
dhalachuun iyyasuus dhalachuu gabrummaa oromooti dhugaa,2
warri sulultaa salamaa oltani maalitti iyyasuus beektanii salalu salama oltani iyasusi maliti bektani kani sallu,2
dhalachuun iyyasuus addunya guutuu ifatti baase,20
sammuu seexanaa baattee deemtaa,2
hin dogongorin rabbiin dhiifama yaa godhu,20
shalleen yesuus maalitti beekti,2
waaqayyo dhiisu dhalachuun iyyasuus bilisummaa guddaadha,20
jaallattanii miti dhiifama godhu waaqayyo,20
dhugaa jettee iyyasuus dhalaachuun bu'aa oromoof buuse jiraate gabrummaa rakkkina wal qooduu qofa,20
intala oromoo xiqqoo adda baasuuf hafetu jira muhaammad issan iyyasuus akkka amantii musliimatti hin gabbaraman hin sagadamuuf,20
amantii namaa kabaji saree haadha keetii,2
nabiyyi mohaammad assalaamu'aleykum warahmatullahi wabarakaatuhu salaata gabbaraa hin jenne waaqa bishaan haadhaa abbaa jidduu uumef salaati jedhe,20
musiliimni rabbii tokkkichaaf sagada,20
amantiin maaltu gaye bada fokkkattuu,2
waaqni akkka bifaa fakkkaattii saatti nama uuma fakkkaattii namaas ta'e waaqas hin qabdu fokkkistu,2
muhaamadiif sagade hin jiru kabaja hin saganuuf namarra dhalate,20
amantaa maalii qabda addaggee ganda keessaa,2
sheexana,2
dhalachuun iyyasuus israa'el waliin dhiigummaa hin qabne hin fayyadu,2
dhalachuun iyyasuu oromootti gabrummaa dhalche,2
dhalachuun iyyasuus saamtotaa gooftota oromootti dhalche,2
dhalachuun iyyasuus oromiyaatti alagaa dhalche,2
dhalachuun iyyasuus bataskaanaa mana amantaa oromootti dhalche,2
dhalachuun iyyasuus oromoo amantiin qoqqoodu oromootti dhalche,2
dhalachuun iyyasuus sirna oromoo ijaaruu diige sirna oromoo oromiyaa balleessu dhalche,2
dhalachuun iyyasuus sirna oromoo tokkkummeessuu bilisoomsu diigee sirna oromoo addaan qoqqooduu oromoo walitti diinomsu dhalche,2
walumaagalatti warri dhalachuu iyyasuus kabajjan dhalachuu gabrummaa oromoo oromiyaa kabajaa jirtaniidha,2
finfinnee faanaa broodkaastingi korporeet afyaa caffee oromiyaa aadde loomii badhoon hordoftoota amantaa kiristaanaaf ergaa baga geessaani dabarsaniiru,20
hordoftoota amantaa kiristaanaa maraan baga ayyaana cuuphaa bara 2013 nagaan waliin gahen jedha,20
ayyaanni cuuphaa bara nagaa jaalalaafi tokkkummaa akkkasumas badhaadhina biyyaa keenyaa milkeessinu hawwiin qabu dabarsa,20
duraan dursee hordoftoota amantaa kiristaanaa hundaan baga kabaja ayyaana cuuphaa bara 2013 nagaan geessan baga waliin geenye fedha,20
sirni cuuphaa hordoftoota amantaa kiristaanaa biratti agarsiiftuu geeddarannaa yaad qalbii ta'ee ilaalamu duudhaalee sabbata jaalalaa namoota walitti hidhan hedduu qaba,20
namni uumaa biraa dhiifama cubbuufi araara argachuuf hiriyaafi nama hundaaf dhiifama gochuu qaba,20
iyyasuus kiristoos galaana yoordaanositti cuuphamuun yohaannis onaa geeddarannaa yaad qalbiitiif namoonni hundinuu akkka cuuphaman lallabe,20
ayyaanni cuuphaa sirna hordoftoota amantaa kiristaanaa qofa biratti yaadatamu ta'uu darbeera tuuristoota keessaafi alaa hawwachuudhaan duudhaa waloomaa hedduu gumaachaa jira,20
finfinnee faanaa broodkaastingi korporeet aantuu kantiibaa bulchiinsa magaalaa finfinnee aadde adaanach abeebee abbootii amantaa garagaraa waliin ta'uun bakkka taaboonni bulu qulqulleessan,20
ayyaanni cuuphaa kuni faayidaa amantaatiin dabalatatti hawaasummaatiin akkkasumas biyya keenyaa aadaa addunyaatti beeksisuu irratti gahee guddaa qabu eef waldanda jaalalaa hedddumminaa tokkkummaa addunyaatti mul isnu qaba jedhan,20
kunoo taabonni minilik akkkanatti burraaqaa jira,2
taabonni nigist saabaa minilik saba amaaraati,2
oromoon taabotatti amanuuf harkaa harma murameeti,2
ofta'uun amantii nama biroo qeequu miti dhuguma waaqeffattuu taate amantii nama hin qeeqinaa,20
warreen amantii nafxanyaa faarsan yaa ilaalani,2
dhuga jette amantiin kiristaanaa oromoo miidhe wanti oromoo miidhe hin jiru,2
amantiin dhuunfaa jettanii kunoo nutis dhuunfaadhan makartafaa taabota tolfannee golaa kushiinaatti baasaa jirra,2
taabonni amaaraa cuffee taabonni kushiinaa karra cufaa jira,2
abbaa taklee qottuu amaaraati,2
abbaa kiroos qottuu tigreeti,2
abuna gorgos qottuu tigreeti,2
gabramanfas quddis abuyee loltuu gibxiiti,2
milkaa'elli loltuu isiraa 'el,2
georges loltuu filisxeem,2
gabri'eeliin loltuu isiraa'el,2
yohaannis qeesii isiraa'el,2
rufaa'el hayyuu faranjiiti,2
sillaaseen qaalluu hibruuti,2
arseemaan jaartii sagaagaltuu dhiira wal ajjeesifteedha,2
taabonni mika'eeli jedhaan sababa maalitif guyyaa lamaa guutuu qorran adabamaa laata quba qabda leelloo,2
mikaa eil guyyaa qorraa dhuguu,2
dabilosii walii tokumaa namichoo,2
waaqayyo wan hundafu hin ariifatu deebii qaba,20
hudduu soofu seexanni muummee,2
kototaa maal galchee waayee amantaa salamii,2
tortortuu saree sammuu buqqee furrii baattee deemta,2
waaqayyoo gaarii qajeelchu obboleessoo,20
salamtuu muuxee ladhuuf harreedha amaanta maal beekta,2
amantaa nafxanyaa minilik,2
dhala kolkollee maalitti beekta taabotaa,2
gaallaa toftoraa ajaha maalummaa amantaa hin beeknee hin gurraachesin,2
hin ofkaliin waaqni balaa hin jirre buusu ganaa maraatta,2
dhibe amantaa keenyaa maaltuu galchee saree hin beekne,2
namaa rabbiin jaalatu deemi,20
iyyesuus harreedha tole,2
jarri taabota jedhanii baatan makattafaa jette kanarraa addummaa hin qabu,2
taabbonni alaa bahee jiru dachee tanarraa dhaabamsiisu,2
dhugaa keeti soba miti mukaa soqanii taabota jedhu faranjii ajjeesanii waaqatu du'ee jedhu hojii isanii rabbii isanii kennu,2
maaloo warri intala kanatti dhiyyatan gorsaa waayee amantaa akkkaa hin dubbanne,2
bitamtuu seexanaa,2
amantii jabeeffachuun gaarii ta'ee jiruu amantii nama biraa xiqqeessuun harrummaadha,20
bokkkuu durii taabonni cabsee maqoomaatti jijjiire hardha taabotaan dabaalame,20
qeesiin bokkkuu hin qabattu maqoomaa badhaasaan taabota hin baatu tashoomaa,2
warreen oromoo taatanii taabota takliyyee baasaa jirtan qotee bulaa goojjamee tokkko akkka yaadachaa kabajaa jirtan beektuu,2
uffata aadaa oromoon qeesii amaaraatif zakkkaraa zammaraa jirtu,2
ayyaanicha irratti kadhannan godhama jedhan abbootiin amantichaa dubbifne tokkko tokkko,20
dhiisi intalananna hin tuqinii amantii namaa,2
carraa arganneen qeesii taabota baasu tokkko argadheen suuraa kaase taabonni kunis mukarraa hojjetame,2
taabota nama dhuunfaa gilliiti,2
amantiin dhuunfaa ta'ee taabonnis dhuunfaati ,2
anis taabota dhuunfaatti bitachuu mukarraa tolfachuuf mirgan qaba,2
gochaan qeesonni nurraan geesse bara minilik duraa jira,2
harkaa harma muramneeti kiristinnaa kaane garbatti cuuphan,2
dibbeen gaafa aanolee nurratti dhahamaa ture hardha taabota ajjaba,2
amantii keetii barsiisuu hin wayyuu amantii hordoftoota biraa arrabsaa oolurra,20
amantii nama walitti hin buusiin giifti,20
waqaayyoon nagaa yaa godhu,20
muka ta'i addaggee barnda jalatti dhalatte ilmo sheexaan amantaa namaa qeequf eenyumtuu hin hayyamu seeran gafatamtaa bakkka jirtu sanitti qaluudhayyu osoon argee,2
intala doofaa sammuu duudaa ammallee dabalii maraadhu namuu oduu keetiin hin bulu,2
waaqayyoo araaramu,20
dhugaa yaa dubbisu jiraadhu umurii dheeraa,20
albee makartafaan kushiinaa keessaa taabota ta'anii bobba'aa jiru,2
taabonni mukarraa tolfame ,2
maammiree tagoddaa qees tagollaan taabota dhuunfaan baasaa jiru,2
addaggee diqaalaa haadha amantaa harra argitee afaan bantu bara mootummaa mallas jirtaayyu salamtu,2
ilma seexanaa baraa ilmaa kadhattuu,2
tuffee barbaachisuu hin oolu addaggee wayyi amantii namaa keesaa hin galin,2
amantaa namaa xiqqeessuu dhiisi intalii,20
intala shamtuu hin dhiistu amantaarraa maal qabda,2
mataa nama guba jedhaniiyyum taabonni gubu barri,2
miciyyoo maraattu waaqayyo araaramu yaa jasbaa,2
keeyyuu hin beektu amantii maal beekta,2
seexana wayyi cal jette hin odeessin seenaaf amantiin gargaraa,2
firayyuu qabdaa namaa dhalatte gahee seexanaati aboo badi,2
oromummaa keetin boonun gaariidha waay'ee amantii galuu dhiistee gaarii fakaata midhaamta ta'eef,20
duraa bariiti ergaa bartee amantii dubbataati kolkollee,2
hin amannee maaltu galche erbee,2
qura'aana jibbitaa fokkkattuu fuula distii,2
maashaa allaah bareeda jabaadhu hojii boonsadha,20
seexanni duranuu wangeelaa dhaga'u hin barbaadu meeshaa seexanaa taateef akkka barbaaddetti gagaragalchee haasofsiisa,2
akkka kiyyatti amantiin kamuu tuqamuun hin jiraatu,20
amantii gandumman wal hin qoonnu oromoon tokkko amantii namaa hin qeeqin akkkuma amantii kabajjutti namatis kabaja godhiif tolee,20
maqooman moloksee amaaraati,2
masqaliin isiraa'eelotaati,20
uffata abbaa gadaa qeesiin uffachuun tuffachuu agarsiisa,2
bar kudhan uffata aadaa gaafa uffannu afuura seexanaa jedhamaa turre,2
mana amantaa waggoottan kudhan afuurri gadaa gubatu turan hardha wangeela jibbinee yesuus hin amannu jennaan gadaan faarfannaa jalqaban,2
pheenxotaa ortodoksoonni waggoota kudhan afuurri irreecha yaa gubatu turantu hardha adda dureen irreechaaf maraata,2
gaafa muraasa siyaasaaf maraachaa turre siyaasni cubbuudha callisaa adabadhaa wayyaaneef sagadaa manneen amantii mana amantaa masgiida abukaatoo wayyaanee ta'aa turan,2
qeesonni akkka qees balaay waahilonni bara maastar pilaanii basaastota wayyaanee ta'anii oromoo danqaa turaniidha,2
uffata aada uffatanii taabota takilee baasuun ekeraa jaarsa goojjam tokkkoof sagaduu gabbaruu ta'a,2
ijoolleen daaqonii taatanii qixxaa daabboo firfaarii bataskaanaa funaannachaa jiraachaa jirtan maatiin xonoqqalatee jiraatu wacaa,2
warreen mana xonqolaa ooltanii kudhaama qoloo tamaarii xonqaayii bobaa jalatti awwaaltanii jiraattan Feesbuukii maraadhaa,2
warreen gabbara gadaamitti waggaan ji'aan gabbarattan asirraa wacaa oolaa,2
warreen oromoo irratti hojjechiisaa ooltan maatiin mana xonqaayii hin baane dhugaa dubbachuu dubbisuu dhiisuun akkka arrabsoof dirqamtan dhiibbaa moloksoota amaaraa akkka ta'e nan beeka,2
qeesichi oromoo taanan mirga guutuu qaba uffata aadaa oromoo uffachuuf,20
dhugaadha qeesonni uffata aadaa uffachu miti afaan oromootu dhagahu hin barbaadan ture,2
hafuura seexanaatiin guuttameedha waaqani laphee isniif yaa saaquu,2
kosii haadha keeti maal goota ortodoksiin keenyaa jabbeeffanne amanna gubadhu,2
duraanuu ortodoksiin amantii miti sirna habashaati sirna itoophiyaa amaarummaa tiksuuf biyya kanarratti hojjatameedha,2
uummanni oromoo bara hedduu amantii se'ee sirna habashaa kaate furmaanni oromoo amantii ofiititti deebi'uu qofa,2
oromoon mana alagaa taa'ee amantii alagaatin sirrii miti,20
ortodoksiin amantii miti sirna naafxanyaati,2
ortodoksiin biyya taate amantiin ortodoksii hin jiru jechaadha,2
oromoo cabsanii alagaa jalatti burjajjeessan ortodoksiin sirna naafxanyaati,2
waaqi meesha miti waaqayyo yoomillee bahee hin bulu maaliif bulu waaqayyo sheexana dhugaa keeti hidda,2
dhuugadha oromoon qeesii maaliif hin gaafiidha,2
amantuyyuu hin beektu yihuudadha,2
maal jette dhala juntaa ajaab gaafa ayyaanni cuuphaa kabajamu maaf iji diimtaa akkkanattii,2
hin dogoggorin amantiin ortodoksii hunda keenyaati,20
kuni dhugaa jalqabumayyuu kallattii ittiin oromoo cabsan keessaa amantaan ortodoksii tokkko hunduu quba qabaachuu qaba galatooma,2
dhugaa keeti amantii nafxanyaa hin jaalannu oromoo waaqeffatoota dammaqaa yaa oromoo,2
kijibaa siyaasa amantii kiristaanaa dubbanne namoonni hedduun oromoon amantii namaa hin xuqu amantii namaa hin xuqinaa jedhu,20
gaafa oromoon hundi amantii alagaa dhiisee waaqeffannaa fudhate qofa amantii alagaarraa,2
namoonni qeeqxan alabaa alagaan amantiitin oromoorratti feetu kaayaa,2
amantii alagaa ofumaa fudhattanii oromoon amantii namaa hin xuqu hin jedhinaa,2
warri sirna namaatin amantii jettanii kaattan keessaa bahaa,20
amantiin ortodoksii akkka dhiibbaa siyaasa naafxanyaa keessaa qabu dubbannee qeeqamne,20
amantii sirni alagaa tokkkuma,2
amantaan alabaa qabduu hinjirtu,20
kalee masqaliitu bokkkuu cabse bokkkuutu masqalii dachii oromoorraa baasa,2
amantaan saba tokkko qofaaf kenname hin jiru,20
oromoon aadaa qaba amantaas qaba ta'uu namootni baayyeen dhimma aadaaf amantii adda baafachu qaba,20
galchu waayee amantaa,2
shaniin warri uffata aadaa oromoo gubaa ture qeesotadha,2
warri harra bataskaanatti uffata oromoo guuree bataskaanatti dibbee tumus warruma gubaa turedha,2
warri uffata aadaa bokkkuu oromoo seexanaa gootan harra warri ofta'e jibbamee asiin gahee darbe harra haaraa gootanii olkaaftan,2
alaabaan minilik alaabaa siyaasati alaabaa amantii ortodoksii miti jira biyyi,2
oromoon ortodoksummaa waliin hin qabu,20
kkk amantiin ortodoksii amantii taphaa fakkkaata dhugaa,2
kayyoon alaabaa minilik jibbanii alaabaa abbaa gadaa bataskaana galchaniif guddaan oromoo sakalaanii bataskaanatti hambisuufi jaalalaa kabajaa aadaa oromoo bokkkuu oromoof qabaniifii miti,2
walumagalatti wanti amantii ortodoksii ta'aa jiru sabboonummaa eenyummaa oromoo calaqqisiisuu guddisuuf hin oromoon muufatee akkka bataskaanarraa hin hafneefidha,2
amantiin alaaba sabaa ta'iin alaabaa mata qabdi,2
warreen uffata aadaa oromo bataskaana nafxanyaa galchaajirtan maal barbaadanitu,2
maashaa allaah ustaaz umrii dheeradhaa,20
kabajamoo keenyaa ustaaz raayyaa abbaa maccaa rabbii umurii dheeressu inshaa allaah,20
yaa ustaaz qaalii rabbi kooluu kaayatu,20
ajaayiba ustaaz kabajama jaallatama namaa,20
yaa rabbi biramadhu ustaaz rabbiin eegu leenca umurii dheeradhu 1000 jiraadhu,20
dhugaa ustaaz umurii dheeradha,20
juma'aa mubarak ustaaz kenyaa qaalii rabbii umrii nuf dheeressu,20
maashaa allaah maashaa allaah ,20
maashaa allaah jiraadha ustaaz,20
maashaa allaah umrii dheeradha ustaazaa qaalii,20
ustaaz raayyaa abbaa maccaa jiraadhu baabaa koo,20
maashaa allaah ustaaz rabbiin jaallatu umurii dheeradhu baabaa,20
maashaa allaah umuri dheertuu jiraadha,20
maashaa allaah umrii dheeradhu,20
maashaa allaah tabarakkkallaah ustaaz kabajama umurii rabbiin dheeressu,20
ammas umurii dheertuu hawwina,20
maashaa allaah rabbiin umrii dheeressu,20
maashaa allaah umurii keessaa barakaa kaa'u rabbiin,20
maashaa allaah milkeessu rabbiin danda'aa,20
maasha allaah tabarakkkallaah maashaa allaah tabarakkkallaah rabbii jazaa kanfalu usataaz wallaahi,20
rabbiin umurii dheeraa kennu,20
maashaa allaah umrii dheeressu ustaaz rabbiin inshaa allaah,20
ustaaz jiraadhu jaalladhu rabbitu argaa lubbuu fidaa taatu hamtuun hin argin,20
ustaaz rabbii umrii dheeressu,20
maashaa allaah rabbiin umrii dheertuu kennu,20
assalaamu'aleykum warahmatullahi wabarakaatuhu akkkam jirtaa fayyaa,20
ustaaz qaalii rabbii umrii dheeressu,20
maashaa allaah leenca baga qabaanne,20
dhugaadha ustaaz keennaa qaalii,20
